YEAR,T2M,QV2M,RH2M,PRECTOTCORR
2007,24.37,5.55,30.62,0
2007,25.12,5,27,0.13
2007,25.4,4.52,23.62,0.16
2007,25.8,4.52,22.06,0
2007,27.08,4.09,18.12,0
2007,26.8,4.64,20.69,0
2007,24.87,6.04,30,0
2007,25,5.19,25.62,0
2007,26.25,4.58,21.06,0.23
2007,24.01,4.46,24.5,0.41
2007,24.9,4.94,25.69,0
2007,26.39,7.45,34.31,0
2007,27.06,7.51,33.25,0
2007,25.01,7.45,36.44,0
2007,27.05,6.71,32.62,0
2007,27.48,7.45,33.38,0.15
2007,25.4,8.06,38.75,0.15
2007,27.54,9.16,38.75,0
2007,29.05,8.42,32.56,0
2007,31.91,7.51,26.12,0.01
2007,31.99,10.13,32.94,0.04
2007,31.97,10.56,35.5,0.22
2007,30.37,9.34,33.94,0.08
2007,30.19,6.41,23.25,0.08
2007,30.43,6.71,24.38,0.17
2007,24.65,6.71,34.38,0
2007,23.76,6.16,35,0
2007,26.17,4.64,23.81,0
2007,23.46,6.9,40.44,0
2007,25.05,6.96,36.06,0.18
2007,23.57,7.81,42.75,0.24
2007,24.68,7.02,38.06,0
2007,24.98,6.65,34.56,0
2007,23.15,6.65,37.19,0
2007,19.57,5.92,41.5,0
2007,18.68,5.25,39.44,0
2007,19.16,5.68,41.81,0.12
2007,17.26,5.86,47.25,0.12
2007,16.85,5.8,48.5,0
2007,19.36,5.8,43,0
2007,14.77,5.86,55.31,0.01
2007,14.88,4.88,47.44,0.33
2007,16.64,6.1,49.38,3.78
2007,15.58,6.9,60.88,1.92
2007,13.75,6.96,68.38,0
2007,18.01,5.25,44.75,0
2007,19.94,3.23,24,0
2007,22.17,3.05,19.5,0
2007,22.1,4.03,25.06,0
2007,15.31,6.96,61.31,0.14
2007,13.5,6.1,63.06,0.45
2007,19.7,2.87,20.5,0
2007,16.68,4.7,38.69,0
2007,20.47,4.21,32,0
2007,19.92,4.33,29.19,0
2007,14.87,4.82,44.94,0
2007,9.09,4.88,65.62,0.29
2007,10.62,3.54,46.44,0
2007,15.62,2.5,24.94,0.23
2007,17.98,2.62,21.69,0
2007,18.08,2.75,23.5,0
2007,11.48,6.04,69,0.01
2007,14.62,5.43,57.06,0
2007,13.5,6.23,62.69,1.21
2007,13.95,7.81,75.5,0.32
2007,16.95,5.8,52.38,0
2007,13.96,6.41,62.44,0
2007,11.39,6.35,73.06,0.1
2007,11.44,6.41,73.31,0.29
2007,13.01,5.43,58.56,0
2007,15.98,6.04,51.56,0
2007,12.13,5.31,59.06,0.09
2007,13.73,2.08,23.44,0
2007,18.44,2.26,16.88,0
2007,21.94,3.54,22.25,0
2007,21.37,3.48,22.19,0
2007,21.65,3.6,22.62,0
2007,21.44,3.23,20.38,0
2007,19.45,3.78,26.81,0.82
2007,21.24,5.07,32.38,0
2007,19.16,5.92,43.56,3.03
2007,12.48,7.69,81.19,0.08
2007,15.94,5.68,54.75,0
2007,14.69,5.49,54.06,0
2007,16.76,4.27,37.94,0
2007,16.48,2.08,19.75,0
2007,17.99,2.44,19,0
2007,18.48,3.3,25.25,0
2007,18.87,3.54,27.38,0
2007,19.3,3.23,24.56,0
2007,17.65,4.7,38,0
2007,11.48,6.59,74,0.03
2007,11.33,6.41,74.75,0.04
2007,9.86,7.08,86.31,2.01
2007,12.69,4.7,54.44,0
2007,13.84,4.15,41.19,0.84
2007,18.06,5.07,38.56,0
2007,18.83,4.03,29.81,0
2007,15.04,5,46.5,0
2007,12.92,6.59,70.06,0
2007,16.3,4.82,42.44,0
2007,12.04,5.19,56.62,0
2007,10.23,5.92,72.12,0.03
2007,11.15,1.89,24.19,0
2007,9.03,1.59,21.62,0
2007,9.39,1.95,26.25,0
2007,11.9,1.59,20.25,0
2007,11.97,1.65,18.06,0
2007,12.12,1.53,17.44,0
2007,11.91,1.77,19.81,0
2007,10.15,1.83,26.44,0
2007,11.73,1.83,20.69,0.01
2007,8.3,3.6,50.12,0.88
2007,2.62,3.48,72.25,0.01
2007,4.68,3.11,59.69,0
2007,12.1,1.89,24.44,0
2007,11.8,3.11,34.5,0
2007,11.07,7.51,86.38,0
2007,11.02,5.98,71.5,1.63
2007,7.5,6.23,88.75,5.23
2007,3.94,4.58,84.06,1
2007,4.82,3.36,62.44,0
2007,4.75,2.93,55.56,0
2007,4.53,2.32,46.19,0
2007,5.25,2.38,43.38,0
2007,5.07,2.69,48.19,0
2007,5.82,2.44,43,0
2007,6.62,2.44,39.88,0
2007,7.49,2.62,40.25,0
2007,5.94,5.43,86.38,0.28
2007,7.86,6.71,93.62,11.47
2007,7.48,5.55,81.06,0.65
2007,5.22,5.25,87.94,1.22
2007,2.97,3.36,69.81,0
2007,4.79,2.26,42.44,0
2007,8.4,3.48,49.25,0
2007,6.89,5.25,79,0
2007,5.13,2.62,51,0
2007,1.11,3.05,71.19,0
2007,-0.77,2.26,63.31,0.08
2007,1.48,3.72,80.06,0.23
2007,1.44,4.27,95.06,0
2007,3.55,5,95.06,0.01
2007,7.89,2.87,46.62,0
2008,10.07,1.46,18.56,0
2008,10.61,1.53,18.88,0
2008,9.34,3.23,43.12,0.01
2008,8.23,6.71,91.25,17.71
2008,5.87,5.37,87.31,6.09
2008,4.6,4.88,85.75,5.97
2008,2.66,4.33,87.62,0.35
2008,5.13,3.72,65.69,0.33
2008,4.62,5.19,92.31,0.37
2008,5.66,5,84.12,0.05
2008,7.08,5.74,86.94,0
2008,8.14,4.88,70.25,0
2008,8.72,3.48,51.88,0
2008,10.43,2.93,36.94,0
2008,7.29,4.21,63.62,0
2008,4.97,2.32,44.5,0.01
2008,4.45,2.14,40.31,0
2008,6.55,2.87,47.56,0
2008,6.68,3.05,51,0
2008,5.8,3.72,63.31,0
2008,4.21,4.27,79.25,0.03
2008,4.79,4.33,77.25,1.2
2008,5.3,4.27,72.56,15.14
2008,3.1,4.33,84.56,3.56
2008,6.56,5.37,83.12,2.95
2008,8.66,4.33,59.62,6.64
2008,7.49,5.68,81.69,7.12
2008,2.88,4.64,92,4.01
2008,1.74,3.23,73.44,0.22
2008,1.88,3.91,85.75,0.21
2008,4.32,3.23,61.19,0
2008,3.08,4.7,90.88,0.38
2008,2.94,4.21,84.56,0.55
2008,4.42,5.25,93.06,12.44
2008,2,4.09,87.25,0.4
2008,3.85,2.5,50.81,0
2008,3.52,3.78,73.44,0
2008,6.3,4.76,77.62,0
2008,10.12,4.88,63.69,0
2008,13.3,4.27,44.38,0
2008,12.52,4.46,50,0
2008,12.65,4.82,51.88,0
2008,14.44,4.76,46.25,0
2008,11.73,5.55,62.62,0
2008,5.01,2.87,54.81,0
2008,7.37,3.05,48,0
2008,7.98,3.6,52.5,0
2008,9.92,4.52,59.31,0
2008,12.14,4.39,49.19,0
2008,7.91,5.92,83.62,4.04
2008,7.11,5.86,87.19,4.05
2008,6.98,5.25,80.38,1.71
2008,6.76,5.68,86.12,3.93
2008,8.12,4.52,66.38,1.47
2008,8.23,5.74,80.19,2.04
2008,9.73,5.49,73.44,0.24
2008,12.4,4.27,48.5,0
2008,12.98,4.76,52.75,0
2008,14.67,5.31,52.19,0
2008,14.7,5.25,51.81,0
2008,7.72,6.29,88.62,0
2008,9.6,3.78,55.06,0
2008,9.96,2.69,36.06,0
2008,10.63,4.33,55.38,0
2008,10.92,4.03,52.31,0
2008,10.36,3.36,42.56,0
2008,13.04,4.03,45.56,0
2008,11.35,5.55,66.5,0
2008,12.8,4.21,49.69,0
2008,14.75,3.91,38.81,0
2008,14.74,5.92,56.75,0
2008,11.37,6.53,75.44,0
2008,11.8,6.96,76.31,0.04
2008,8.05,5.13,74.5,0.02
2008,5.03,4.46,77.38,0.9
2008,5.63,3.78,65.31,0.02
2008,8.15,2.99,45.25,0
2008,12.67,4.39,47.5,0
2008,11.65,5.8,65,0
2008,9.77,5.07,67.88,0
2008,10.46,4.7,62.44,0
2008,14.96,3.3,35.25,0
2008,15.9,3.17,30.5,0
2008,15.1,3.85,37,0
2008,13.08,6.04,65.5,0
2008,11.71,5.43,64.31,0
2008,8.09,4.64,68.44,0
2008,9.3,4.33,59.19,0
2008,9.94,6.04,76.88,0.01
2008,6.72,4.33,69.62,0.09
2008,8.99,3.97,59.5,0
2008,11.9,3.91,47.25,0
2008,11.08,4.88,58.88,0.44
2008,12.14,6.47,71.94,0.14
2008,12.52,5.31,59.5,0.02
2008,9.33,5.25,70.06,0
2008,8.79,5.19,72.38,0
2008,8.55,4.09,59.94,0
2008,7.57,4.09,62.31,0
2008,7.25,4.76,72.88,0
2008,11.37,5.25,63.94,0
2008,17.28,3.6,33.25,0
2008,19.81,3.05,23.62,0
2008,22.37,3.23,20.94,0
2008,19.45,4.46,32.5,0
2008,8.33,3.3,49.69,0
2008,11.9,3.48,42.62,0
2008,17.25,2.56,23.5,0
2008,18.58,3.3,26.56,0
2008,11.62,4.15,48.5,0
2008,6.72,2.56,45.38,0
2008,7.87,2.56,41.38,0
2008,10.99,3.54,43.75,0
2008,11.05,5.19,64,0
2008,10.56,3.85,51.62,0
2008,15.98,3.11,30.38,0
2008,20.71,3.97,29,0
2008,22.9,2.5,15.56,0
2008,23.05,3.48,20.25,0
2008,16.26,4.82,42.88,0
2008,10.19,3.48,47.25,0
2008,14.15,2.69,29.19,0
2008,18.62,2.38,19.62,0
2008,17.08,4.21,35.31,0
2008,15.58,5.43,51.94,0
2008,16.66,4.76,46.25,0
2008,17.03,6.29,52.19,0
2008,15.42,5.68,54.19,0
2008,15.89,5.49,51.44,0
2008,15.53,4.7,45.06,0
2008,19.91,4.46,37.12,0
2008,19.02,4.76,35.12,0
2008,13.13,4.76,50.25,0
2008,18.69,2.14,19.75,0
2008,23.1,3.05,17.75,0
2008,26.92,4.82,23.31,0
2008,27.8,4.15,19.12,0
2008,27.58,6.04,26.88,0
2008,26.8,6.04,27.75,0
2008,26.44,4.76,22.56,0
2008,24.06,5.37,29.62,0
2008,15.4,4.7,42.5,0
2008,13.88,4.52,44.06,0.01
2008,13.1,4.82,48.38,1.37
2008,13.26,5.74,60.75,0.54
2008,9.77,6.59,81.56,1.29
2008,12.39,6.41,69.5,0.19
2008,14.35,5.92,58,0.02
2008,15.2,6.04,57.25,0
2008,14.85,5.55,54.38,0
2008,17.18,5.13,45.94,0
2008,16.73,5.43,48.38,0
2008,17.78,5,41.5,0
2008,17.02,4.82,40.25,0
2008,18.37,5.8,43.69,0
2008,15.19,5.37,49.81,0
2008,17.79,3.66,29.69,0
2008,18.17,4.94,37.94,0
2008,17.59,3.72,31.56,0
2008,23.64,2.62,16.38,0
2008,26.17,2.87,14.25,0
2008,23.81,3.54,17.38,0
2008,21.71,1.77,11.94,0
2008,26.15,1.89,9.88,0
2008,28.19,2.81,12.94,0
2008,25.78,4.46,22.69,0
2008,25,3.78,19.81,0
2008,25.48,3.48,17.88,0
2008,25.5,3.17,16.88,0
2008,26.05,2.69,13.69,0
2008,28.31,2.99,12.62,0
2008,29.87,4.03,15,0
2008,31.55,4.88,16.94,0
2008,28.98,4.21,16.88,0
2008,24.48,3.66,19.56,0
2008,23.73,4.09,22.88,0
2008,23.1,5.25,30.06,0
2008,23.32,5.74,32.31,0
2008,28.29,5.13,23.88,0
2008,28.4,4.94,24.56,0
2008,27.19,4.82,23.5,0
2008,26.15,5.07,26.06,0
2008,24.57,6.59,34.69,0
2008,24.79,5.13,27.06,0
2008,24.95,6.47,32.94,0
2008,24.72,7.57,39.5,0
2008,25.66,5.07,25.44,0
2008,26.27,5.8,26.38,0
2008,31.04,5.86,23.06,0
2008,32.13,6.65,23.31,0
2008,32.49,5.92,20.38,0
2008,31.2,6.35,23.44,0
2008,27.46,8.18,37.06,0
2008,27.95,8.91,38.56,0.14
2008,26.01,10.86,48.88,0.96
2008,27.05,10.07,43.88,0.63
2008,27.08,8.79,38.5,0
2008,26.72,8.73,39,0.15
2008,27.03,5.62,26.25,0.15
2008,27.01,4.58,21.06,0
2008,26.97,5.13,23.25,0
2008,26.98,7.08,31.12,0.36
2008,26.31,6.41,32.19,0
2008,24.31,4.82,26.62,0
2008,24.86,4.46,23.81,0
2008,26.6,4.33,20.88,0
2008,28.33,3.85,17,0
2008,28.55,4.82,19.69,0
2008,25.26,6.23,31.06,0
2008,23.54,6.53,36.5,0
2008,23.35,6.47,36.44,0
2008,24.42,4.58,25,0
2008,25.05,6.35,32.06,0
2008,24.87,5.25,27.25,0
2008,26.13,5.19,24.88,0
2008,26.27,5.13,24.56,0
2008,27.82,4.52,19.19,0
2008,27.03,5.31,23.5,0
2008,27.28,5.86,27.06,0
2008,28.19,6.59,28,0
2008,26.94,6.77,30.81,0
2008,25.53,4.7,23.31,0
2008,24.94,5.25,27,0
2008,25.83,4.52,23.19,0
2008,26.52,5.31,25.06,0
2008,29.28,5.07,22.06,0
2008,29.66,6.23,23.88,0
2008,29.14,7.45,29.44,0
2008,27.54,8.42,37.38,0
2008,25.3,8.36,40.81,0
2008,24.59,7.08,38.5,0
2008,20.77,7.2,47.38,0
2008,21.41,7.51,46.31,0
2008,24.01,9.28,47.75,0
2008,24.97,7.63,38.81,0
2008,26.05,6.04,28.69,0
2008,28.3,5.74,25.81,0
2008,28.08,6.1,25.81,0
2008,26.55,5.55,26.75,0
2008,27.36,4.82,21.31,0
2008,29.18,5.25,20.94,0
2008,31.35,4.94,18.12,0
2008,29.49,5.74,22,0
2008,24.13,4.76,25.56,0
2008,21.65,2.75,20.69,0
2008,25.35,2.32,11.38,0
2008,26.67,2.56,12.12,0
2008,26.76,2.93,14.06,0
2008,27.64,3.36,15.75,0
2008,28.84,3.85,15.62,0
2008,27.9,4.58,19.81,0
2008,25.45,5.68,28.94,0
2008,23.46,4.88,27,0
2008,21.33,5.07,33.06,0
2008,24.01,5.43,30.94,0
2008,22.97,5.8,33.44,0
2008,23.49,5.13,30.19,0
2008,25,4.64,25,0
2008,27.59,3.91,19.69,0
2008,27.16,5.13,23.38,0
2008,24.4,5.49,28.81,0
2008,22.11,5.31,31.81,0
2008,20.61,6.23,39.75,0
2008,17.1,6.96,56.62,0
2008,16.43,6.84,57.88,0
2008,18.65,4.88,40.31,0
2008,24.59,2.75,15.94,0
2008,25.8,4.15,19.75,0
2008,26.46,5.62,26.25,0
2008,25.46,5.62,27.44,0
2008,24.12,6.1,32.94,0
2008,25.58,5.86,29.75,0
2008,24.32,9.03,45.12,0.15
2008,25.98,7.63,37.69,0
2008,27.48,6.29,27.44,0
2008,22.27,6.16,35.38,0
2008,17.94,8.42,62.94,0.03
2008,15.11,7.81,68.75,0.64
2008,14.69,6.59,62.31,0
2008,19.95,5.07,38.12,0
2008,22.97,4.7,29.06,0
2008,22.9,4.7,28.12,0
2008,17.07,3.78,28.75,0
2008,9.47,2.08,28.06,0
2008,7.9,2.2,32.75,0
2008,10.16,1.71,22.38,0
2008,13.58,1.71,18.88,0
2008,17.62,2.08,16.88,0
2008,20.51,2.81,19.5,0
2008,21.08,2.38,16.44,0
2008,21.25,2.08,13.19,0
2008,20.8,3.05,19.69,0
2008,16.66,4.64,38.75,0
2008,14.01,5.62,54.69,0
2008,17.86,4.46,38.44,0
2008,19.33,1.59,12.56,0
2008,20.4,1.46,9.94,0
2008,21.26,2.01,13.06,0
2008,21.86,2.26,13.94,0
2008,21.92,1.89,12.12,0
2008,21.6,2.32,14.56,0
2008,21.33,3.42,22.25,0
2008,21.15,3.72,24.06,0
2008,20.97,4.15,26,0.37
2008,18.23,5.25,38,1.13
2008,17.9,7.08,52.88,5.98
2008,12.86,7.63,78.56,0.48
2008,10.73,6.71,79.25,0.94
2008,9.53,5.8,73.56,2.1
2008,8.08,4.27,65.25,0
2008,12.82,3.78,42,0
2008,16.9,5.13,43.31,0
2008,15.19,5.68,52.75,0.35
2008,7.89,6.23,87.06,3.04
2008,7.12,6.16,91.19,0
2008,9.44,5.8,76,0
2008,11.82,6.9,77.75,0
2008,12.69,7.2,76.19,0
2008,16.85,5.19,46.12,0
2008,18.19,3.42,26.5,0
2008,18.31,3.36,27.19,0
2008,18.3,3.66,29.12,0
2008,17.98,3.48,28.31,0
2008,16.18,3.48,30.94,0
2008,11.67,5.55,61.94,0
2008,14.95,4.09,41.81,0
2008,14.49,3.36,32.69,0
2008,14.4,2.75,26.06,0
2008,14.85,2.87,26.31,0
2008,13.59,4.88,48.88,2.98
2008,11.63,7.08,78.38,15.66
2008,9.86,7.08,87.5,0.93
2008,8.86,6.1,82.5,0
2008,11.11,4.94,58.88,0
2008,15.04,4.88,46.38,0
2008,16.08,4.82,41.81,0
2008,8.9,5.25,70.25,0
2008,10.58,3.6,47.75,0
2008,10.51,3.3,41.75,0
2008,9.72,3.23,43.75,0
2008,11.55,3.11,37.12,0
2008,9.94,3.91,49.69,0.28
2008,4.3,4.82,87.38,0.33
2008,6.67,2.44,43.12,0
2008,9.65,2.93,39.69,0
2008,14.2,3.72,35.69,0
2008,11.87,3.97,45.19,0
2008,3.52,4.39,83.5,0.95
2008,2.57,3.85,79.25,1.54
2008,3.56,4.82,91.38,13.9
2008,3.78,4.52,84.38,0.63
2008,2.8,3.91,78.44,1.45
2008,0.64,2.69,67.75,0.07
2008,2.28,3.54,73.5,0.03
2008,3.79,3.97,77.25,0
2008,7.1,3.91,61.5,0.01
2008,4.16,5.07,90.19,4.18
2008,2.59,4.09,82.56,0.06
2008,4.48,4.33,77.12,0.53
2008,3.87,4.94,89.5,3.65
2008,1.11,3.42,79.38,0.23
2008,2.19,2.38,53.62,0
2008,6.47,3.3,53.19,0
2008,8.56,3.85,55.25,0
2008,11.62,4.21,48.25,0
2008,8.61,4.03,57.62,0
2009,8.37,3.54,51.94,0.01
2009,7.85,4.64,65.5,0.5
2009,5.95,4.58,74.75,1.13
2009,3.23,2.01,42,0
2009,2.78,2.99,61,0.04
2009,4.53,4.21,76.88,0
2009,10.38,5.07,63.38,0
2009,10.13,4.52,58.56,0
2009,7.73,3.17,52.88,0.1
2009,10.59,2.5,30.75,0
2009,10.95,3.23,39.5,0
2009,12.13,3.78,42.12,0
2009,14.59,4.27,41.56,0
2009,15.16,3.3,30.19,0
2009,12.47,2.87,32.5,0
2009,11.62,3.05,36.06,0
2009,12.39,3.48,39.81,0
2009,11.34,3.05,38.38,0
2009,12,3.17,36.56,0
2009,13.28,3.17,33.94,0
2009,14.55,3.72,34.5,0.51
2009,12.82,7.2,72.81,2.99
2009,12.2,7.93,85.06,2.39
2009,10.09,7.26,88.62,1.56
2009,5.8,5.49,89.12,3.55
2009,3.74,4.52,85,0.49
2009,4.08,3.3,62.75,0
2009,6.66,3.23,53.56,0
2009,9.79,2.93,41.75,0
2009,12.41,3.3,38.31,0
2009,12.41,3.66,41.38,0
2009,11.88,3.42,42.62,0
2009,12.35,2.75,33.5,0
2009,13.35,2.93,31.31,0
2009,14.01,3.23,32.31,0
2009,10.44,5.19,63.06,2.25
2009,8.62,6.16,83.19,7.17
2009,6.3,5.37,84.88,5.89
2009,5.65,5.55,90.62,2.07
2009,1.77,4.15,88.25,6.67
2009,1.83,3.17,70.62,0
2009,3.2,4.09,77.44,3.14
2009,3.5,4.27,82.62,1.3
2009,1.65,4.33,92.31,5.62
2009,3.81,3.78,74.25,0.09
2009,5.65,3.42,58.12,0.04
2009,5.32,4.94,82.12,12.16
2009,4.58,4.52,81.62,1.13
2009,6.69,3.85,64.19,0.02
2009,8.02,2.75,42.25,0
2009,10.58,3.11,39.5,0
2009,11.7,3.78,44.44,1.1
2009,12.43,7.26,74.69,2
2009,12.71,7.08,73.38,1.98
2009,10.81,6.1,72.69,0.01
2009,7.55,5.86,84.88,0
2009,8.57,5.92,81.44,0
2009,9.54,5.25,70,0
2009,14.44,3.05,30.25,0
2009,16.8,4.46,37.31,0
2009,13.35,7.2,71.06,0.13
2009,10.2,5.37,68.5,0.55
2009,7.07,5.37,81.06,4.97
2009,5.56,3.97,70.75,0.13
2009,5.27,4.46,77.94,0.03
2009,7.4,4.03,63.88,0
2009,8.44,3.36,48.56,0
2009,4.46,4.03,73.5,0
2009,7.56,2.93,49.62,0
2009,9.37,3.17,44.56,0
2009,8.8,4.33,63.19,0
2009,10.65,4.15,53.06,0
2009,8.4,5.07,71.19,0
2009,7.62,5.13,75.81,0
2009,9.99,6.41,80.44,0
2009,11.91,6.77,76.69,0
2009,15.34,6.29,62.5,0
2009,15.06,6.04,56.25,0
2009,14.23,6.16,60.5,0
2009,11.74,6.84,75.19,0.36
2009,5.57,4.52,74.69,5.04
2009,5.76,3.54,63.81,0
2009,9.24,3.36,48.88,0
2009,10.98,4.52,55.69,0
2009,10.45,6.29,76.88,0
2009,14.26,3.3,33.38,0
2009,16.3,4.64,42.62,0
2009,11.16,5.37,61.94,0
2009,11.03,2.87,37.94,0
2009,12.44,3.78,42.88,0
2009,11.72,5.98,67.81,0
2009,13.66,5.92,59.88,0
2009,8.08,4.15,62.19,0.01
2009,10.49,2.93,40.75,0
2009,13.08,2.08,23.38,0
2009,15.49,2.5,24.25,0
2009,13.8,4.21,45.38,1.86
2009,8.3,5.25,74.38,0.94
2009,10.01,5.31,68.81,0
2009,8.15,5.98,82.31,6.76
2009,8.08,5.49,77.69,0.01
2009,12.8,5.19,60.44,0
2009,14.19,6.1,60.88,0
2009,9.19,4.88,63.25,0
2009,5.4,3.48,62.56,0.03
2009,8,4.21,63.56,0
2009,13.54,4.33,46.5,0
2009,18.29,4.27,36.5,0
2009,21.55,3.72,25.94,0
2009,23.98,3.6,20.81,0.02
2009,24.98,3.72,21.12,0
2009,23.56,5.98,32.81,0
2009,17.35,5.86,49.25,0
2009,13.68,4.94,52.44,0
2009,8.69,4.03,56.94,0
2009,10.68,4.39,56.38,0
2009,11.68,4.76,57,0
2009,8.36,4.33,62.94,0
2009,9.65,3.91,54.62,0
2009,10.36,4.21,53.31,0
2009,15.95,6.29,55.12,6.64
2009,14.83,7.75,71.44,0.58
2009,15.82,7.69,67.69,0
2009,16.18,7.39,64.88,0
2009,17.37,8.3,66.81,0
2009,19.2,7.39,57.19,0
2009,18.18,6.35,52.69,0
2009,18.12,5.43,42.5,0
2009,19.39,5.07,36.38,0
2009,20.48,5.49,38.06,0
2009,19.51,5.68,41.12,0
2009,16.49,4.64,42.12,0
2009,17.3,4.64,38.5,0
2009,18.58,6.41,48.94,0
2009,23.74,6.59,43.62,0
2009,28.15,5.19,25.25,0
2009,29.85,4.33,19,0
2009,26.92,6.9,30.94,0.01
2009,25.34,6.53,32.69,0.3
2009,22.61,5.25,31.69,0
2009,21.6,3.91,25,0
2009,21.45,3.36,21.19,0
2009,19.71,4.52,32.31,0
2009,18.06,5.55,44.44,0
2009,18.12,5.55,44.19,0
2009,22.71,5.43,33.94,0
2009,25.94,5.37,27.38,0.01
2009,26.37,6.23,31.69,0.31
2009,24.32,7.93,42.5,0.06
2009,20.23,8.61,55.31,0
2009,22.04,8.61,51.25,0
2009,20.3,7.81,52.44,0
2009,21.44,7.14,47.75,0
2009,20.11,5.19,36.19,0.12
2009,17.62,6.53,53.62,0.61
2009,14.75,7.08,64.62,1.19
2009,14.75,7.32,67.19,0.5
2009,17.74,6.71,54.88,0.01
2009,18.6,7.2,53.12,0.01
2009,17.69,7.08,56.19,0.01
2009,16.94,7.57,61.31,0.03
2009,17.81,7.69,59.38,0
2009,17.83,7.32,56,0
2009,18.06,7.2,54.69,0.03
2009,18.01,6.53,50.5,0
2009,17.14,6.77,55.19,0
2009,19.69,7.81,54.94,0.03
2009,20.92,7.08,46.31,0
2009,24.46,7.45,40.31,0
2009,26.29,6.96,32.88,0
2009,19.77,4.82,35.44,0
2009,16.58,5.13,46.38,0
2009,22.25,4.33,29.5,0
2009,26.12,3.97,20.88,0
2009,26.68,5.43,27.62,0
2009,24.43,5.98,33.94,0
2009,24.61,5,27.56,0
2009,30.27,4.21,17.12,0
2009,30.88,5.19,19.5,0
2009,29.43,5.55,22.62,0
2009,28.15,4.88,20.69,0
2009,26.6,5.31,24.5,0
2009,27.48,5.25,23.81,0
2009,27.16,5.37,24.31,0
2009,26.7,4.88,22.88,0
2009,24.67,5.25,29,0
2009,22.44,4.94,31.25,0
2009,22.64,3.3,20.12,0
2009,22.43,4.03,25.88,0
2009,22.93,3.85,23.38,0
2009,24.32,3.78,19.81,0
2009,27.35,4.21,18.81,0
2009,27.02,4.52,20.31,0
2009,26.63,4.94,23.06,0
2009,28.66,4.76,20.56,0
2009,28.64,4.58,19.31,0
2009,29.8,5.13,19.38,0
2009,30.44,5.55,21.06,0
2009,31.32,5.68,21.38,0
2009,33.05,5.49,17.75,0.01
2009,31.33,5.31,18.06,0
2009,29.08,5.25,20.19,0.03
2009,27.73,5.74,23.81,0
2009,28.37,4.94,20,0
2009,26.67,5.55,24.94,0
2009,25.9,5.19,24.56,0
2009,28.49,5.07,20.94,0
2009,29.54,5.8,22.44,0
2009,28.47,5.92,23.94,0
2009,26.62,6.96,31.5,0
2009,25.9,7.51,36.25,0
2009,26.23,7.51,35.69,0
2009,25.64,6.16,30.94,0
2009,23.4,6.29,35.31,0
2009,23.48,5.19,30.69,0
2009,26.23,5.07,24.06,0
2009,25.44,5.74,26.81,0
2009,19.29,6.84,48.44,0
2009,18.66,6.41,48.25,0
2009,22.32,5.62,35,0
2009,26.11,5.31,26.19,0
2009,27.9,5.13,23.31,0
2009,26.98,6.1,29,0
2009,26.48,5.55,27.19,0
2009,25.26,5.25,26.31,0
2009,22.36,5.62,34.62,0
2009,20.57,4.46,30.38,0
2009,23.48,4.03,23.19,0
2009,24.69,4.33,23.38,0
2009,27.95,4.21,19.62,0
2009,27.58,5.62,25.56,0
2009,27.18,5.8,27.81,0
2009,27.95,6.29,27.38,0
2009,27.86,6.84,28.38,0.91
2009,25.8,7.2,34,0
2009,24.46,5.19,27.5,0
2009,25.21,2.99,15.5,0
2009,26.47,2.87,13.81,0
2009,28.24,3.54,14.94,0
2009,29.33,3.54,13.88,0
2009,29.3,3.42,13.94,0
2009,29.1,5.74,21.56,0
2009,28.05,5.86,25.12,0
2009,28.76,5.43,22.81,0
2009,30.55,5.31,19.12,0
2009,29.7,6.59,25,0
2009,26.6,5.31,23.94,0
2009,23.09,3.6,20.25,0
2009,21.73,6.71,40.81,0
2009,20.87,5.07,32.88,0
2009,22.4,4.64,27.38,0
2009,24.94,4.64,24.56,0
2009,27.19,4.94,23,0
2009,27.91,5.86,25.31,0
2009,25.63,6.9,33.5,0
2009,21.06,7.63,48.19,0.01
2009,17.01,8.54,67.94,0.93
2009,20.59,6.84,47.12,0
2009,22.6,7.32,42.62,0
2009,25.35,7.26,38.44,0
2009,28.57,6.35,28.69,0
2009,25.72,6.41,30.06,0
2009,24.01,5.98,32.31,0
2009,27.14,4.58,23.62,0
2009,27.35,1.83,8.69,0
2009,27.25,2.5,10.88,0
2009,27.53,3.91,16.94,0
2009,28.24,4.46,19.44,0
2009,29.74,3.85,15.56,0
2009,28.23,4.39,18.38,0
2009,24.64,4.7,24.19,0
2009,18.6,5.37,38.81,0
2009,13.42,3.66,40.19,0
2009,19.02,1.59,12.88,0
2009,20.06,1.71,11.5,0
2009,17.03,3.42,27.81,0
2009,9.4,4.27,57.62,0
2009,10.67,3.66,47.5,0
2009,14.99,2.56,25.75,0
2009,14.28,2.99,28.69,0
2009,14.61,4.33,41.25,0
2009,16.88,4.39,39.38,0
2009,17.15,4.52,39,0
2009,14.65,5.98,55.38,0
2009,11.87,6.65,72.31,0.01
2009,13.36,8.24,79.88,8.32
2009,16.71,10.5,83.56,5.98
2009,18.28,9.34,71.31,0.05
2009,21.55,8.24,54.31,0.01
2009,23.1,7.02,42.06,0
2009,20.55,8.91,57,0
2009,13.44,7.45,74.75,0.08
2009,12.87,6.71,70.06,0.01
2009,14.87,5.13,49.06,0
2009,15.48,6.1,56.62,0
